/Enable X,/Enable Y,/A2 X,/A2 Y,/A1 X,/A1 Y,/A0 X,/A0 Y,/D7 X,/D7 Y,/D6 X,/D6 Y,/D5 X,/D5 Y,/D4 X,/D4 Y,/D3 X,/D3 Y,/D2 X,/D2 Y,/D1 X,/D1 Y,/D0 X,/D0 Y
5e-11,0,5e-11,0.125,5e-11,0.75,5e-11,0.5,5e-11,-0.0008579919494203133,5e-11,-0.0009140260076609576,5e-11,-0.0009168970099147674,5e-11,-0.0009231187995710992,5e-11,0.8948461843623552,5e-11,-0.0008922282132960027,5e-11,-0.0008653842868413533,5e-11,-0.0009164557121824246
5.098092579708128e-11,0,5.098092579708128e-11,0.1274523144927032,5.098092579708128e-11,0.7450953710145936,5.098092579708128e-11,0.4901907420291872,5.098092579708128e-11,-0.0008483434766899222,5.098092579708128e-11,-0.0009851603658988311,5.098092579708128e-11,-0.000921359306767017,5.098092579708128e-11,-0.0009986583332397625,5.098092579708128e-11,0.8650199375218883,5.098092579708128e-11,-0.00095173849165381,5.098092579708128e-11,-0.0008521195864867758,5.098092579708128e-11,-0.0009819714593638559
5.2480851115747e-11,0,5.2480851115747e-11,0.1312021277893675,5.2480851115747e-11,0.7375957444212651,5.2480851115747e-11,0.47519148884253,5.2480851115747e-11,-0.0009330525917839025,5.2480851115747e-11,-0.00113800437407405,5.2480851115747e-11,-0.001028412656767055,5.2480851115747e-11,-0.001154862682325495,5.2480851115747e-11,0.8149111863916588,5.2480851115747e-11,-0.001091480891714552,5.2480851115747e-11,-0.0009367557321385543,5.2480851115747e-11,-0.001134579138194014
5.379700905353031e-11,0,5.379700905353031e-11,0.1344925226338258,5.379700905353031e-11,0.7310149547323485,5.379700905353031e-11,0.4620299094646969,5.379700905353031e-11,-0.00111674057142395,5.379700905353031e-11,-0.001324517464903425,5.379700905353031e-11,-0.00122555874770166,5.379700905353031e-11,-0.00135104928333584,5.379700905353031e-11,0.7642029039563882,5.379700905353031e-11,-0.001275890743391361,5.379700905353031e-11,-0.001126795583137441,5.379700905353031e-11,-0.001323793006174362
5.623838634027121e-11,0,5.623838634027121e-11,0.140595965850678,5.623838634027121e-11,0.718808068298644,5.623838634027121e-11,0.4376161365972879,5.623838634027121e-11,-0.001460868849088098,5.623838634027121e-11,-0.001624405572874693,5.623838634027121e-11,-0.001569080472895912,5.623838634027121e-11,-0.001666049593275172,5.623838634027121e-11,0.6517949203954599,5.623838634027121e-11,-0.001583564673810392,5.623838634027121e-11,-0.001479150765639203,5.623838634027121e-11,-0.001637648073056584
5.898443140334285e-11,0,5.898443140334285e-11,0.1474610785083571,5.898443140334285e-11,0.7050778429832858,5.898443140334285e-11,0.4101556859665715,5.898443140334285e-11,-0.001635833498115521,5.898443140334285e-11,-0.001731165440102303,5.898443140334285e-11,-0.001721400611806534,5.898443140334285e-11,-0.00176515554354733,5.898443140334285e-11,0.5008572335861483,5.898443140334285e-11,-0.001690154861104203,5.898443140334285e-11,-0.001655107886725536,5.898443140334285e-11,-0.001746033784581082
6.211427499963888e-11,0,6.211427499963888e-11,0.1552856874990972,6.211427499963888e-11,0.6894286250018056,6.211427499963888e-11,0.3788572500036111,6.211427499963888e-11,-0.001598287965038676,6.211427499963888e-11,-0.001632835589179532,6.211427499963888e-11,-0.001652166500410825,6.211427499963888e-11,-0.001655427412508273,6.211427499963888e-11,0.3309898423517396,6.211427499963888e-11,-0.001600507116349468,6.211427499963888e-11,-0.001612084667025895,6.211427499963888e-11,-0.001640429513391089
6.434054413325887e-11,0,6.434054413325887e-11,0.1608513603331472,6.434054413325887e-11,0.6782972793337056,6.434054413325887e-11,0.3565945586674113,6.434054413325887e-11,-0.001466528758864064,6.434054413325887e-11,-0.001469646885849357,6.434054413325887e-11,-0.001502256494814332,6.434054413325887e-11,-0.001486452281977425,6.434054413325887e-11,0.2269061486562926,6.434054413325887e-11,-0.001444796999456492,6.434054413325887e-11,-0.001475268918019215,6.434054413325887e-11,-0.001474408349849771
6.67613023156881e-11,0,6.67613023156881e-11,0.1669032557892202,6.67613023156881e-11,0.6661934884215595,6.67613023156881e-11,0.332386976843119,6.67613023156881e-11,-0.001208557082014139,6.67613023156881e-11,-0.001192829715625816,6.67613023156881e-11,-0.001230047712722454,6.67613023156881e-11,-0.001205575794215412,6.67613023156881e-11,0.1407676324902046,6.67613023156881e-11,-0.001173933993127907,6.67613023156881e-11,-0.001212912567217199,6.67613023156881e-11,-0.001193338592958544
6.942845729657913e-11,0,6.942845729657913e-11,0.1735711432414478,6.942845729657913e-11,0.6528577135171043,6.942845729657913e-11,0.3057154270342087,6.942845729657913e-11,-0.000873726880514243,6.942845729657913e-11,-0.0008457218119844265,6.942845729657913e-11,-0.0008853587505667541,6.942845729657913e-11,-0.0008545378972422936,6.942845729657913e-11,0.07834834966983575,6.942845729657913e-11,-0.0008346906345390828,6.942845729657913e-11,-0.00087444184461882,6.942845729657913e-11,-0.0008442041020068555
7.23474218389047e-11,0,7.23474218389047e-11,0.1808685545972618,7.23474218389047e-11,0.6382628908054765,7.23474218389047e-11,0.276525781610953,7.23474218389047e-11,-0.0005491815493733818,7.23474218389047e-11,-0.0005192197352886427,7.23474218389047e-11,-0.0005546364346707209,7.23474218389047e-11,-0.0005234744665047767,7.23474218389047e-11,0.0391309457847878,7.23474218389047e-11,-0.0005161387551858739,7.23474218389047e-11,-0.0005478132309406304,7.23474218389047e-11,-0.0005133380040215872
7.544846783640131e-11,0,7.544846783640131e-11,0.1886211695910033,7.544846783640131e-11,0.6227576608179934,7.544846783640131e-11,0.245515321635987,7.544846783640131e-11,-0.000305119682215099,7.544846783640131e-11,-0.0002782824941030877,7.544846783640131e-11,-0.0003073822707412803,7.544846783640131e-11,-0.0002755706098039626,7.544846783640131e-11,0.01799628267428871,7.544846783640131e-11,-0.0002834486717686282,7.544846783640131e-11,-0.0003025939361721125,7.544846783640131e-11,-0.0002680926225482845
