/word X,/word Y,/BL X,/BL Y,/BL_b X,/BL_b Y,/Q X,/Q Y,/Q_b X,/Q_b Y
0,0,0,0.4999998747317867,0,0.4999998740297282,0,0.9999999735962297,0,1.595646553514885e-08
4e-11,0,4e-11,0.4992726771032235,4e-11,0.4992625007331733,4e-11,0.9999636557990478,4e-11,3.261684019436505e-06
1e-10,0,1e-10,0.4986213484887472,1e-10,0.4986044745523476,1e-10,0.9999612586202232,1e-10,3.848825582951589e-06
2.2e-10,0,2.2e-10,0.4980649404072963,2.2e-10,0.4980467655538667,2.2e-10,0.9999625575268474,2.2e-10,4.068697860030419e-06
4.6e-10,0,4.6e-10,0.4975978282164459,4.6e-10,0.4975828321169121,4.6e-10,0.9999639541988754,4.6e-10,4.234945094728897e-06
9.400000000000001e-10,0,9.400000000000001e-10,0.497553412412012,9.400000000000001e-10,0.4975416408478541,9.400000000000001e-10,0.9999640727005511,9.400000000000001e-10,4.244657940275175e-06
1.74e-09,0,1.74e-09,0.4977158930612738,1.74e-09,0.4977017948779408,1.74e-09,0.999963574546077,1.74e-09,4.187570974773982e-06
2.4e-09,0,2.4e-09,0.4976647546509342,2.4e-09,0.4976509408876464,2.4e-09,0.999963715217966,2.4e-09,4.203940433907704e-06
2.412500000000001e-09,0.2500000000000022,2.412500000000001e-09,0.5038710765163313,2.412500000000001e-09,0.5030923668151607,2.412500000000001e-09,1.00280480224786,2.412500000000001e-09,0.0004973272999427518
2.431250000000001e-09,0.6250000000000056,2.431250000000001e-09,0.5115939520534815,2.431250000000001e-09,0.4333971332090882,2.431250000000001e-09,1.003287389619664,2.431250000000001e-09,0.009517560983950055
2.45e-09,1,2.45e-09,0.5682027126004688,2.45e-09,0.187487931624174,2.45e-09,0.9851699186435887,2.45e-09,0.01966551715142039
2.45834403290388e-09,1,2.45834403290388e-09,0.590618963680704,2.45834403290388e-09,0.0922226321388028,2.45834403290388e-09,0.9818295260026385,2.45834403290388e-09,0.01204133981519086
2.469782120398391e-09,1,2.469782120398391e-09,0.6160534320088704,2.469782120398391e-09,0.01633036357409023,2.469782120398391e-09,0.9831667483858186,2.469782120398391e-09,0.002814632745927376
2.478774893515326e-09,1,2.478774893515326e-09,0.6305754479124143,2.478774893515326e-09,-0.001103842060277132,2.478774893515326e-09,0.9872432523086357,2.478774893515326e-09,0.0001395734751866709
2.496760439749196e-09,1,2.496760439749196e-09,0.6502426590813494,2.496760439749196e-09,0.0001159285432552209,2.496760439749196e-09,0.9930272948180746,2.496760439749196e-09,-2.266551763463381e-05
2.512529736218416e-09,1,2.512529736218416e-09,0.6618306290471507,2.512529736218416e-09,0.0003532592097411453,2.512529736218416e-09,0.9946007856365414,2.512529736218416e-09,7.501483567028442e-06
2.536320537502241e-09,1,2.536320537502241e-09,0.6726381591487717,2.536320537502241e-09,-6.57267629276322e-05,2.536320537502241e-09,0.9953942618327741,2.536320537502241e-09,5.286270621412812e-05
2.583902140069889e-09,1,2.583902140069889e-09,0.684095466249803,2.583902140069889e-09,-5.070473748214691e-05,2.583902140069889e-09,0.9967134616417068,2.583902140069889e-09,3.648414728802627e-06
2.663833445714616e-09,1,2.663833445714616e-09,0.6880652913080594,2.663833445714616e-09,2.255284875847573e-05,2.663833445714616e-09,0.9970586627768691,2.663833445714616e-09,6.151323830826442e-06
2.779012079429749e-09,1,2.779012079429749e-09,0.6888178482681978,2.779012079429749e-09,1.011631873772217e-05,2.779012079429749e-09,0.9970101536440432,2.779012079429749e-09,4.325564064052623e-06
2.944930932120098e-09,1,2.944930932120098e-09,0.6880319625724792,2.944930932120098e-09,2.531832990489364e-06,2.944930932120098e-09,0.996983674050842,2.944930932120098e-09,4.832724389679116e-06
3.249682461100099e-09,1,3.249682461100099e-09,0.6881085079992078,3.249682461100099e-09,5.763365389157525e-06,3.249682461100099e-09,0.9969908798229847,3.249682461100099e-09,4.590770346432147e-06
3.8591855190601e-09,1,3.8591855190601e-09,0.6882999152838382,3.8591855190601e-09,6.246761428193399e-06,3.8591855190601e-09,0.9969410519358973,3.8591855190601e-09,4.51974913817615e-06
4.37959275953005e-09,1,4.37959275953005e-09,0.688122667372827,4.37959275953005e-09,6.069614418202929e-06,4.37959275953005e-09,0.9969469285778879,4.37959275953005e-09,4.60411511734383e-06
4.9e-09,1,4.9e-09,0.6880740126358864,4.9e-09,6.017652417071662e-06,4.9e-09,0.996943993783312,4.9e-09,4.56294297527767e-06
4.924999999999999e-09,0.5000000000000121,4.924999999999999e-09,0.6722850698948868,4.924999999999999e-09,-0.009762270637574785,4.924999999999999e-09,0.9977560283100311,4.924999999999999e-09,-0.0008854496705480393
4.95e-09,7.66053886991358e-15,4.95e-09,0.6285527160742688,4.95e-09,0.009395644391481123,4.95e-09,0.9959674042740674,4.95e-09,-0.0002756743886004383
4.957910854964477e-09,0,4.957910854964477e-09,0.613203625744957,4.957910854964477e-09,0.027600085754014,4.957910854964477e-09,0.9982590283433471,4.957910854964477e-09,0.0001480760977339515
4.971103573742804e-09,0,4.971103573742804e-09,0.5905904474256165,4.971103573742804e-09,0.05717100384172803,4.971103573742804e-09,0.9997438780257374,4.971103573742804e-09,0.0001126008107720652
4.981558443077182e-09,0,4.981558443077182e-09,0.5763569222630931,4.981558443077182e-09,0.07949479971320325,4.981558443077182e-09,0.9998389918530298,4.981558443077182e-09,7.382005401378742e-05
5.000000000000001e-09,0,5.000000000000001e-09,0.5573598748084763,5.000000000000001e-09,0.1166378682394953,5.000000000000001e-09,0.9996760707607986,5.000000000000001e-09,7.537332293582947e-05
